settlement_id,feature_id,feature_orig,feature_rus,feature_eng,value_orig,value_rus,value_eng,value_comment_rus,value_comment_eng
96,6,"Употребление приставки bu-, bъ-","Префикс /bu-/, /bɯ-/","Prefix /bu-/, /bɯ-/",только при аористе и повелительном наклонении,только в Аористе и Повелительном наклонении,only in the Aorist and the Imperative mood,,
B,6,"Употребление приставки bu-, bъ-","Префикс /bu-/, /bɯ-/","Prefix /bu-/, /bɯ-/",отсутствует,отсутствует,absent,,
S,6,"Употребление приставки bu-, bъ-","Префикс /bu-/, /bɯ-/","Prefix /bu-/, /bɯ-/",отсутствует,отсутствует,absent,,
1,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: mi-, mu-","префикс: /mɪ-/, /mu-/","prefix: /mɪ-/, /mu-/",,
2,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: mi-, mu-","префикс: /mɪ-/, /mu-/","prefix: /mɪ-/, /mu-/",,
3,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: mi-, mu-","префикс: /mɪ-/, /mu-/","prefix: /mɪ-/, /mu-/",,
4,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: mi-, mu-","префикс: /mɪ-/, /mu-/","prefix: /mɪ-/, /mu-/",,
5,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: me-, mi-, mu-","префикс: /me-/, /mɪ-/, /mu-/","prefix: /me-/, /mɪ-/, /mu-/",,
6,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: mi-, mu-","префикс: /mɪ-/, /mu-/","prefix: /mɪ-/, /mu-/",,
7,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
8,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
9,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
10,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
11,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: me-, mi-, mu-","префикс: /me-/, /mɪ-/, /mu-/","prefix: /me-/, /mɪ-/, /mu-/",,
12,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,нет данных,нет данных,no data,,
13,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
14,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
15,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: me-, mi-, mu-","префикс: /me-/, /mɪ-/, /mu-/","prefix: /me-/, /mɪ-/, /mu-/",,
16,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: me-, mi-, mu-","префикс: /me-/, /mɪ-/, /mu-/","prefix: /me-/, /mɪ-/, /mu-/",,
17,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: me-, mi-, mu-","префикс: /me-/, /mɪ-/, /mu-/","prefix: /me-/, /mɪ-/, /mu-/",,
18,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
19,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
20,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
21,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
22,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
23,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
24,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
25,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
26,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
27,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
28,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
29,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
30,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
31,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
32,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
33,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
34,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
35,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
36,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
37,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
38,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
39,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
40,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
41,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
42,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
43,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
44,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
45,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
46,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
47,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
48,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: me-, mu-","префикс: /me-/, /mu-/","prefix: /me-/, /mu-/",,
49,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
50,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
51,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
52,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
53,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
54,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
55,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
56,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
57,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,нет данных,нет данных,no data,,
58,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
59,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
60,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
61,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
62,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
63,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
64,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
65,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
66,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
67,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
68,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
69,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,нет данных,нет данных,no data,,
70,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
71,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
72,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,Амбификс,prefix / suffix,,
73,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
74,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
75,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
76,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
77,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,нет данных,нет данных,no data,,
78,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,нет данных,нет данных,no data,,
79,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,нет данных,нет данных,no data,,
80,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,нет данных,нет данных,no data,,
81,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
82,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
83,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,В препозиции || в постпозиции,префикс / суффикс,prefix / suffix,,
84,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
85,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
86,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
87,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
88,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
89,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
90,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
91,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
92,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
93,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
94,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
95,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
96,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
B,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,Только в препозиции: me-,префикс: /me-/,prefix: /me-/,,
L,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: me-, mu-","префикс: /me-/, /mu-/","prefix: /me-/, /mu-/",,
S,7,Употребление приставки me в форме настоящего-будущего времени,Префикс /me-/ в Настоящего-Будущем времени,Affix /me-/ in the Present-Future tense,"Только в препозиции: me-, mi-, mu-","префикс: /me-/, /mɪ-/, /mu-/","prefix: /me-/, /mɪ-/, /mu-/",,
1,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
2,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
3,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
4,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
5,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
6,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
7,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
8,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
9,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
10,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
11,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
12,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
13,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
14,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
15,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
16,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
17,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
18,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
19,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
20,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
21,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
22,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
23,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
24,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
25,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
26,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
27,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
28,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
29,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
30,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
31,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
32,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
33,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
34,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
35,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,ad,/-ad/,/-ad/,,
36,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,a,/-a/,/-a/,,
37,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,a,/-a/,/-a/,,
38,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,a,/-a/,/-a/,,
39,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,a,/-a/,/-a/,,
40,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,a,/-a/,/-a/,,
41,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,a,/-a/,/-a/,,
42,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,a,/-a/,/-a/,,
43,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
44,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
45,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
46,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
47,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
48,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
49,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,at,/-at/,/-at/,,
50,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,a,/-a/,/-a/,,
51,8,Глагольные окончания 3-го лица единственного числа,Глагольный суффикс 3-го лица единственного числа,Verb suffix in 3SG,a,/-a/,/-a/,,
